"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","hits","abs","exit_velocity","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","extension"
"435","607680","Kevin Pillar","2262","19.23","0.346","0.159","0.323","0.505","148","428","85.2","9.5","2154","88.80","88.40","0","435","null","-0.4","6.09"
"277","514917","Cesar Hernandez","1632","16.97","0.351","0.112","0.348","0.464","97","276","85.2","6.0","2078","89.52","89.13","0","277","null","-0.4","6.12"
"252","493114","Norichika Aoki","1448","17.40","0.341","0.131","0.328","0.472","86","252","85.2","4.6","2097","88.51","88.00","0","252","null","-0.5","5.98"
"159","542454","Danny Santana","940","16.91","0.297","0.114","0.297","0.411","47","158","85.2","4.4","2174","88.86","88.22","0","159","null","-0.7","5.99"
"285","456422","Michael Bourn","1902","14.98","0.325","0.057","0.322","0.382","91","280","85.2","9.8","2145","90.64","90.14","0","285","null","-0.5","6.02"
"209","434563","Carlos Ruiz","1236","16.91","0.269","0.096","0.261","0.365","56","208","85.2","11.2","2129","89.58","89.09","0","209","null","-0.5","6.09"
"251","571697","Scooter Gennett","1368","18.35","0.339","0.167","0.322","0.506","85","251","85.1","11.2","2010","89.01","88.79","0","251","null","-0.2","6.18"
"168","467070","Elian Herrera","1110","15.14","0.355","0.229","0.323","0.584","59","166","85.1","15.0","1956","88.77","88.60","0","168","null","-0.2","6.25"
"141","493596","Gordon Beckham","940","15.00","0.290","0.167","0.257","0.457","40","138","85.1","12.6","2170","87.78","87.42","0","141","null","-0.4","6.09"
"458","430947","Erick Aybar","2155","21.25","0.308","0.082","0.300","0.390","139","451","85.1","6.2","2090","88.52","88.07","0","458","null","-0.4","6.02"
"287","519299","Eric Sogard","1459","19.67","0.303","0.074","0.299","0.377","86","284","85.0","10.4","2092","87.95","87.31","0","287","null","-0.7","5.91"
"205","545350","Jake Marisnick","1449","14.15","0.364","0.242","0.326","0.606","72","198","85.0","9.5","2131","87.55","86.97","0","205","null","-0.6","5.88"
"385","542255","Ender Inciarte","1938","19.87","0.364","0.145","0.349","0.509","138","379","85.0","8.5","2128","89.01","88.62","0","385","null","-0.4","6.04"
"260","514913","Ruben Tejada","1521","17.09","0.358","0.121","0.348","0.479","92","257","84.9","10.7","2130","88.74","88.12","0","260","null","-0.6","5.98"
"443","493351","Alexei Ramirez","2185","20.27","0.300","0.126","0.283","0.426","131","437","84.8","8.5","2160","89.63","89.36","0","443","null","-0.2","6.11"
"75","518568","Christian Colon","474","15.82","0.333","0.053","0.333","0.387","25","75","84.8","9.3","2152","89.58","89.06","0","75","null","-0.5","5.97"
"348","408314","Jose Reyes","1804","19.29","0.359","0.145","0.343","0.504","124","345","84.7","9.6","2089","89.19","89.03","0","348","null","-0.2","6.14"
"79","518953","David Lough","501","15.77","0.333","0.192","0.297","0.526","26","78","84.7","15.3","2090","89.39","88.82","0","79","null","-0.6","6.00"
"117","461865","Andrew Romine","758","15.44","0.357","0.096","0.342","0.452","41","115","84.5","5.6","2141","89.83","89.61","0","117","null","-0.2","6.15"
"173","430948","Alberto Callaspo","1055","16.40","0.316","0.058","0.308","0.374","54","171","84.4","12.3","2098","89.91","89.43","0","173","null","-0.5","6.00"
"475","444876","Alcides Escobar","2310","20.56","0.307","0.079","0.299","0.386","143","466","84.4","9.7","2168","89.10","88.65","0","475","null","-0.5","6.01"
"131","453203","Shane Robinson","730","17.95","0.326","0.101","0.323","0.426","42","129","84.2","8.3","2086","88.80","88.29","0","131","null","-0.5","6.06"
"92","424825","Coco Crisp","533","17.26","0.217","0.065","0.217","0.283","20","92","84.1","9.8","2004","88.32","87.70","0","92","null","-0.6","5.94"
"132","430652","Jason Bourgeois","840","15.71","0.311","0.121","0.295","0.432","41","132","84.0","3.6","2132","89.89","89.95","0","132","null","0.1","6.34"
"82","468406","Jonathan Herrera","509","16.11","0.305","0.159","0.288","0.463","25","82","83.9","17.3","2105","89.70","89.04","0","82","null","-0.7","5.96"
"334","408299","Omar Infante","1558","21.44","0.273","0.124","0.265","0.397","90","330","83.9","13.1","2194","89.32","88.86","0","334","null","-0.4","5.99"
"450","543829","Dee Gordon","2247","20.03","0.401","0.101","0.392","0.502","178","444","83.9","2.8","2111","89.01","88.06","0","450","null","-0.9","5.86"
"102","518653","Jake Elmore","597","17.09","0.286","0.112","0.263","0.398","28","98","83.9","8.3","2128","89.06","88.28","0","102","null","-0.8","5.95"
"124","425664","Shane Victorino","774","16.02","0.303","0.090","0.293","0.393","37","122","83.3","14.3","2108","87.73","87.32","0","124","null","-0.4","6.05"
"299","578428","Jose Iglesias","1686","17.73","0.369","0.081","0.364","0.451","109","295","83.3","6.1","2118","89.22","88.80","0","299","null","-0.4","6.05"
"117","455755","Chris Stewart","618","18.93","0.374","0.070","0.368","0.443","43","115","83.2","9.3","2103","90.80","90.49","0","117","null","-0.3","6.08"
"312","400085","Ichiro Suzuki","1636","19.07","0.276","0.065","0.270","0.341","85","308","83.1","2.9","2137","88.79","87.85","0","312","null","-1.0","5.86"
"86","501255","Rafael Ynoa","519","16.57","0.349","0.116","0.349","0.465","30","86","82.9","8.1","2069","89.15","89.51","0","86","null","0.3","6.23"
"133","425549","Clint Barmes","851","15.63","0.333","0.159","0.323","0.492","44","132","82.9","17.6","2103","88.78","88.39","0","133","null","-0.4","6.08"
"101","543776","J.B. Shuck","622","16.24","0.354","0.121","0.347","0.475","35","99","82.8","3.0","2103","87.85","87.50","0","101","null","-0.3","6.09"
"485","519184","Ben Revere","2254","21.52","0.350","0.085","0.346","0.435","169","483","82.7","5.3","2128","89.42","88.96","0","485","null","-0.4","6.10"
"360","542993","Billy Burns","1943","18.53","0.381","0.140","0.370","0.521","136","357","82.7","7.1","2090","87.35","86.58","0","360","null","-0.7","5.83"
"271","571740","Billy Hamilton","1677","16.16","0.280","0.093","0.266","0.373","75","268","82.5","10.7","2058","89.85","89.68","0","271","null","-0.1","6.19"
"133","502481","Jarrod Dyson","838","15.87","0.303","0.197","0.290","0.500","40","132","82.0","4.4","2112","89.20","88.76","0","133","null","-0.4","5.98"
"88","465674","Pedro Ciriaco","521","16.89","0.353","0.153","0.333","0.506","30","85","81.6","10.5","2081","88.17","87.64","0","88","null","-0.6","5.97"
"85","435064","Bobby Wilson","570","14.91","0.277","0.060","0.274","0.337","23","83","81.6","7.1","2117","88.52","88.14","0","85","null","-0.4","6.08"
"77","516811","Eury Perez","497","15.49","0.355","0.053","0.355","0.408","27","76","81.1","6.2","1998","87.67","87.38","0","77","null","-0.3","6.14"
